ID,QT_TOTAL_HIT_PAYWALL,DIASNAVEGADOS,NOTICIASLIDAS,VISITAS_CAPA,USOU_APP,PERFIL,PES_GENERO,PES_NASCIMENTO_DATA,ATR_PF_GEO_RENDA_FAM
365234,0,1,1,0,NAO,PROSPECT ,F,,
339385,38,30,0,44,SIM,PROSPECT ,M,13.09.1960 00:00:00,DE 8SM ATE 14SM
213553,0,2,1,0,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
187377,0,4,5,0,NAO,PROSPECT ,M,11.09.1980 00:00:00,
214640,0,5,3,0,NAO,PROSPECT ,I,,
325534,0,42,24,66,SIM,PROSPECT ,M,,
108761,0,56,328,389,SIM,PROSPECT ,M,03.02.0068 00:00:00,DE 4SM ATE 8SM
185206,3,1,1,0,NAO,PROSPECT ,M,,
272117,0,1,0,0,NAO,PROSPECT ,F,08.03.1994 00:00:00,DE 8SM ATE 14SM
158712,0,1,1,0,NAO,PROSPECT ,M,,
210062,0,2,2,0,NAO,PROSPECT ,M,,
52382,0,4,5,4,NAO,PROSPECT ,M,,
245868,10,25,5,80,SIM,PROSPECT ,M,14.06.1991 00:00:00,DE 4SM ATE 8SM
251845,8,52,0,97,SIM,PROSPECT ,M,,
205425,0,2,1,0,NAO,PROSPECT ,M,,DE 8SM ATE 14SM
357931,1,5,7,7,NAO,PROSPECT ,M,30.04.1990 00:00:00,DE 4SM ATE 8SM
114219,0,6,5,1,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
189943,23,17,7,5,SIM,PROSPECT ,M,,
202173,26,39,23,101,NAO,PROSPECT ,M,,
27442,7,10,0,48,SIM,PROSPECT ,M,,
319777,8,30,0,221,SIM,PROSPECT ,M,,
156070,0,2,1,0,NAO,PROSPECT ,M,,
305350,1,8,5,0,NAO,PROSPECT ,M,,
332487,3,17,12,0,NAO,PROSPECT ,M,,
355787,1,4,3,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
247654,0,1,1,0,NAO,PROSPECT ,F,,
79074,1,40,79,43,NAO,PROSPECT ,M,,DE 8SM ATE 14SM
319818,1,8,7,0,NAO,PROSPECT ,F,,DE 4SM ATE 8SM
72282,0,60,705,666,SIM,PROSPECT ,M,05.01.1986 00:00:00,DE 3SM ATE 4SM
46360,0,4,6,0,NAO,PROSPECT ,F,,
240920,1,24,8,36,NAO,PROSPECT ,M,16.08.1965 00:00:00,DE 8SM ATE 14SM
161181,0,2,1,0,NAO,PROSPECT ,F,,
161104,11,10,0,34,SIM,PROSPECT ,M,,
199908,0,1,0,0,NAO,PROSPECT ,F,,
97634,3,46,0,129,SIM,PROSPECT ,M,,
185694,0,44,105,143,SIM,PROSPECT ,M,,
112966,2,6,9,6,NAO,PROSPECT ,F,,
194648,9,22,16,0,NAO,PROSPECT ,F,,
275310,6,11,8,17,SIM,PROSPECT ,F,,
13511,7,46,82,12,SIM,PROSPECT ,M,,
152286,0,3,3,0,NAO,PROSPECT ,F,,
198665,0,5,3,0,NAO,PROSPECT ,F,,
312439,24,17,5,23,NAO,PROSPECT ,M,,
361029,0,5,3,0,NAO,PROSPECT ,F,,
349029,0,3,4,0,NAO,PROSPECT ,F,,
67899,0,7,9,0,NAO,PROSPECT ,M,,
2694,0,1,1,0,NAO,PROSPECT ,M,,DE 4SM ATE 8SM
356872,0,1,1,4,SIM,PROSPECT ,M,09.03.1968 00:00:00,
315768,0,6,6,0,NAO,PROSPECT ,F,,
55543,0,24,39,0,NAO,PROSPECT ,F,15.01.1987 00:00:00,
69145,0,3,7,0,NAO,PROSPECT ,M,,DE 2SM ATE 3SM
346546,4,19,26,0,NAO,PROSPECT ,F,,
18861,0,3,4,0,NAO,PROSPECT ,F,01.01.1900 00:00:00,DE 3SM ATE 4SM
26040,2,5,5,0,NAO,PROSPECT ,F,,DE 4SM ATE 8SM
206690,0,2,0,0,NAO,PROSPECT ,F,,
82609,1,5,5,1,NAO,PROSPECT ,M,,
174703,0,3,0,3,NAO,PROSPECT ,F,,
147526,2,20,0,102,SIM,PROSPECT ,M,,
16561,0,3,2,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
154889,18,8,6,0,NAO,PROSPECT ,M,,
204383,0,2,0,0,NAO,PROSPECT ,M,,
358792,0,2,2,0,NAO,PROSPECT ,F,,
259065,8,14,12,15,NAO,PROSPECT ,M,23.11.1981 00:00:00,DE 8SM ATE 14SM
174668,13,7,0,8,SIM,PROSPECT ,F,,DE 4SM ATE 8SM
178490,0,1,0,0,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
99454,0,1,1,0,NAO,PROSPECT ,M,,DE 4SM ATE 8SM
309372,0,29,43,37,SIM,PROSPECT ,F,29.06.1956 00:00:00,DE 4SM ATE 8SM
93715,0,55,160,5,NAO,PROSPECT ,I,,
232115,0,2,1,0,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
300618,1,45,50,52,SIM,PROSPECT ,M,27.03.1988 00:00:00,DE 8SM ATE 14SM
212518,0,4,2,0,NAO,PROSPECT ,I,,DE 4SM ATE 8SM
222107,0,1,1,0,NAO,PROSPECT ,F,,
33155,0,3,5,0,NAO,PROSPECT ,M,,DE 4SM ATE 8SM
92967,0,8,0,10,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
351521,0,8,2,12,NAO,PROSPECT ,F,,
98760,0,1,1,0,NAO,PROSPECT ,F,,DE 14SM ATE 25SM
167812,0,8,4,0,NAO,PROSPECT ,I,,
126116,0,2,1,0,NAO,PROSPECT ,M,,
110672,222,57,373,985,SIM,PROSPECT ,F,05.04.1970 00:00:00,DE 4SM ATE 8SM
101214,2,11,14,9,NAO,PROSPECT ,M,,DE 8SM ATE 14SM
29311,0,2,1,0,NAO,PROSPECT ,M,,DE 4SM ATE 8SM
220834,0,7,5,7,NAO,PROSPECT ,M,,
95241,3,4,0,8,SIM,PROSPECT ,M,,DE 3SM ATE 4SM
311536,12,17,14,0,NAO,PROSPECT ,M,13.12.1952 00:00:00,
205060,0,4,0,6,SIM,PROSPECT ,M,26.10.1976 00:00:00,DE 3SM ATE 4SM
219590,0,1,1,0,NAO,PROSPECT ,F,,
249859,0,2,1,0,NAO,PROSPECT ,M,,
276927,0,1,1,0,NAO,PROSPECT ,F,,
359720,12,9,9,2,NAO,PROSPECT ,M,,
56868,0,4,3,0,NAO,PROSPECT ,M,,
243604,0,1,1,0,NAO,PROSPECT ,F,,
362409,0,17,13,10,NAO,PROSPECT ,F,,
254182,0,4,3,0,NAO,PROSPECT ,F,,DE 4SM ATE 8SM
175647,14,17,11,0,NAO,PROSPECT ,M,,
280628,0,1,0,1,NAO,PROSPECT ,F,,
222241,0,4,3,0,NAO,PROSPECT ,M,10.03.1983 00:00:00,DE 8SM ATE 14SM
152581,0,9,2,7,NAO,PROSPECT ,F,03.01.1961 00:00:00,
24698,0,2,2,0,NAO,PROSPECT ,F,21.11.1979 00:00:00,DE 2SM ATE 3SM
172459,0,8,7,0,NAO,PROSPECT ,F,,
199964,18,20,0,69,SIM,PROSPECT ,F,,DE 8SM ATE 14SM
349377,0,41,80,0,NAO,PROSPECT ,F,03.01.1991 00:00:00,DE 8SM ATE 14SM
280433,5,22,0,131,SIM,PROSPECT ,F,01.01.1900 00:00:00,
164905,0,1,0,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
40837,4,7,0,13,SIM,PROSPECT ,M,14.06.1982 00:00:00,DE 4SM ATE 8SM
327809,0,2,1,0,NAO,PROSPECT ,F,,
208057,0,35,152,121,SIM,PROSPECT ,M,,
368355,43,60,0,590,SIM,PROSPECT ,M,,DE 3SM ATE 4SM
366639,0,1,0,0,NAO,PROSPECT ,M,,
136375,0,1,1,0,NAO,PROSPECT ,F,,
1343,0,7,9,1,NAO,PROSPECT ,F,,
284478,0,57,463,319,SIM,PROSPECT ,M,28.03.1983 00:00:00,DE 4SM ATE 8SM
240695,0,18,17,6,NAO,PROSPECT ,M,31.03.1990 00:00:00,
235863,18,25,37,0,NAO,PROSPECT ,F,,DE 4SM ATE 8SM
345085,0,8,10,0,NAO,PROSPECT ,F,08.02.1989 00:00:00,
302404,0,3,1,0,NAO,PROSPECT ,F,,
326228,0,14,18,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
276060,2,37,55,0,NAO,PROSPECT ,M,24.08.1973 00:00:00,DE 8SM ATE 14SM
250798,0,8,4,4,NAO,PROSPECT ,M,26.05.1975 00:00:00,
255116,0,25,33,23,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
121726,0,22,58,0,NAO,PROSPECT ,M,09.08.1975 00:00:00,DE 14SM ATE 25SM
334036,8,22,23,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
235501,0,2,0,2,SIM,PROSPECT ,M,,DE 2SM ATE 3SM
291259,0,1,1,0,NAO,PROSPECT ,F,22.05.1990 00:00:00,DE 4SM ATE 8SM
347668,0,3,1,0,NAO,PROSPECT ,M,,
273189,0,1,1,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
324879,0,10,20,0,NAO,PROSPECT ,F,09.04.1980 00:00:00,
280777,3,15,10,3,NAO,PROSPECT ,M,,
116069,0,1,1,0,NAO,PROSPECT ,F,,
82425,16,26,44,59,SIM,PROSPECT ,M,,
147685,0,4,4,0,NAO,PROSPECT ,M,,
292319,4,3,3,0,NAO,PROSPECT ,F,,
246773,0,3,1,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
138986,32,14,0,53,SIM,PROSPECT ,M,30.09.1958 00:00:00,DE 8SM ATE 14SM
264824,0,34,107,131,SIM,PROSPECT ,F,08.07.1975 00:00:00,DE 4SM ATE 8SM
299515,0,1,1,0,NAO,PROSPECT ,F,,DE 4SM ATE 8SM
208820,0,8,6,0,NAO,PROSPECT ,M,,
327135,0,6,4,6,NAO,PROSPECT ,M,,DE 4SM ATE 8SM
149587,21,54,300,286,SIM,PROSPECT ,M,,DE 4SM ATE 8SM
75754,3,2,0,12,SIM,PROSPECT ,F,,
77175,0,1,1,0,NAO,PROSPECT ,I,23.12.1956 00:00:00,DE 8SM ATE 14SM
23786,14,6,3,15,SIM,PROSPECT ,M,,DE 2SM ATE 3SM
17168,0,2,2,0,NAO,PROSPECT ,F,,DE 4SM ATE 8SM
289425,0,4,2,0,NAO,PROSPECT ,F,,
7456,4,2,2,0,NAO,PROSPECT ,F,,
119389,0,2,0,0,NAO,PROSPECT ,M,22.04.1965 00:00:00,
197679,0,1,1,0,NAO,PROSPECT ,M,,
80850,0,3,3,0,NAO,PROSPECT ,M,,DE 4SM ATE 8SM
88569,0,16,20,0,NAO,PROSPECT ,M,,DE 2SM ATE 3SM
35045,0,5,5,14,NAO,PROSPECT ,F,06.07.1988 00:00:00,
164777,0,6,4,0,NAO,PROSPECT ,M,19.06.1987 00:00:00,
307215,0,4,5,0,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
136903,0,1,1,0,NAO,PROSPECT ,M,,
293740,0,8,9,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
250115,0,2,2,0,NAO,PROSPECT ,M,,
219453,4,8,12,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
359855,0,6,9,0,NAO,PROSPECT ,F,,
165102,0,1,1,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
325836,0,2,1,0,NAO,PROSPECT ,M,,
140981,4,7,0,18,SIM,PROSPECT ,M,,DE 4SM ATE 8SM
101012,0,1,2,0,NAO,PROSPECT ,M,,
296437,0,19,26,0,NAO,PROSPECT ,F,,DE 8SM ATE 14SM
142798,0,1,1,0,NAO,PROSPECT ,F,,
4261,18,22,11,27,SIM,PROSPECT ,M,,DE 3SM ATE 4SM
138907,0,4,2,0,NAO,PROSPECT ,M,31.12.1989 00:00:00,
55636,0,2,0,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
133573,30,48,0,263,SIM,PROSPECT ,F,,
239019,9,2,2,0,NAO,PROSPECT ,F,,
65116,5,27,0,157,SIM,PROSPECT ,M,,DE 3SM ATE 4SM
235607,0,1,1,0,NAO,PROSPECT ,M,,
146118,0,5,6,0,NAO,PROSPECT ,M,,
20510,0,1,1,0,NAO,PROSPECT ,M,,
339409,0,2,2,0,NAO,PROSPECT ,F,,
100717,0,16,2,19,NAO,PROSPECT ,M,,
304640,6,12,9,0,NAO,PROSPECT ,M,,DE 4SM ATE 8SM
121018,0,1,1,0,NAO,PROSPECT ,F,,
90622,0,1,1,0,NAO,PROSPECT ,M,,
327977,0,4,1,0,NAO,PROSPECT ,F,09.09.1976 00:00:00,DE 8SM ATE 14SM
271918,0,8,8,0,NAO,PROSPECT ,M,,
38475,0,4,0,8,SIM,PROSPECT ,M,,DE 3SM ATE 4SM
99419,0,2,4,0,NAO,PROSPECT ,M,,DE 4SM ATE 8SM
322045,0,2,1,0,NAO,PROSPECT ,F,,
265012,0,1,1,0,NAO,PROSPECT ,F,,
82644,0,5,1,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
226150,0,2,1,0,NAO,PROSPECT ,F,,
271779,0,11,4,2,NAO,PROSPECT ,F,02.07.1970 00:00:00,DE 2SM ATE 3SM
71793,10,26,46,0,NAO,PROSPECT ,F,23.03.1983 00:00:00,DE 3SM ATE 4SM
313510,1,3,3,0,NAO,PROSPECT ,F,,
213404,0,1,7,0,NAO,PROSPECT ,F,,
187358,3,1,0,4,SIM,PROSPECT ,F,03.10.1993 00:00:00,DE 3SM ATE 4SM
94219,0,1,1,0,NAO,PROSPECT ,M,,
102139,5,58,339,0,NAO,PROSPECT ,M,,
3632,0,6,8,0,NAO,PROSPECT ,F,,DE 4SM ATE 8SM
166923,1,4,2,5,SIM,PROSPECT ,F,05.06.1989 00:00:00,DE 8SM ATE 14SM
337354,0,4,7,0,NAO,PROSPECT ,F,,
204812,0,3,3,0,NAO,PROSPECT ,M,,DE 4SM ATE 8SM
189380,0,6,10,0,NAO,PROSPECT ,F,,DE 4SM ATE 8SM
367473,2,6,9,0,NAO,PROSPECT ,M,22.05.1990 00:00:00,DE 4SM ATE 8SM
282583,0,4,3,0,NAO,PROSPECT ,M,,
180190,0,6,8,0,NAO,PROSPECT ,I,25.10.1975 00:00:00,DE 3SM ATE 4SM
297609,0,4,2,0,NAO,PROSPECT ,M,15.02.1982 00:00:00,DE 4SM ATE 8SM
270689,0,12,13,0,NAO,PROSPECT ,F,,
317177,0,8,1,0,NAO,PROSPECT ,M,,
352116,3,2,0,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
122818,0,2,0,0,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
253610,28,39,96,95,SIM,PROSPECT ,F,,DE 8SM ATE 14SM
316554,2,5,6,0,NAO,PROSPECT ,F,,
299709,0,13,25,2,NAO,PROSPECT ,M,,DE 4SM ATE 8SM
155198,3,8,7,4,NAO,PROSPECT ,M,21.01.1983 00:00:00,DE 8SM ATE 14SM
154353,150,48,0,480,SIM,PROSPECT ,F,,
57712,6,14,0,64,SIM,PROSPECT ,F,,
252511,0,7,2,0,NAO,PROSPECT ,F,30.04.1974 00:00:00,DE 3SM ATE 4SM
167674,0,1,1,0,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
84656,14,12,10,0,NAO,PROSPECT ,F,22.04.1960 00:00:00,DE 3SM ATE 4SM
105810,0,2,1,1,NAO,PROSPECT ,M,13.11.1987 00:00:00,ACIMA DE 25SM
199144,15,37,6,112,SIM,PROSPECT ,M,,
348808,6,36,104,281,SIM,PROSPECT ,M,,
121844,2,5,4,0,NAO,PROSPECT ,M,,DE 4SM ATE 8SM
218709,6,12,4,4,NAO,PROSPECT ,M,,
110188,1,4,2,2,NAO,PROSPECT ,F,01.01.1900 00:00:00,DE 3SM ATE 4SM
302648,0,1,1,0,NAO,PROSPECT ,M,,
204543,0,1,0,0,NAO,PROSPECT ,M,,
48593,0,5,4,0,NAO,PROSPECT ,F,,DE 4SM ATE 8SM
277378,28,48,69,84,NAO,PROSPECT ,M,,
122342,0,1,0,3,SIM,PROSPECT ,M,21.04.1981 00:00:00,DE 8SM ATE 14SM
54050,0,6,2,4,NAO,PROSPECT ,M,30.09.1983 00:00:00,DE 4SM ATE 8SM
328850,0,2,0,0,NAO,PROSPECT ,M,25.05.1974 00:00:00,
328964,0,1,0,0,NAO,PROSPECT ,F,,DE 8SM ATE 14SM
38871,0,3,1,0,NAO,PROSPECT ,M,,
328223,122,45,67,0,NAO,PROSPECT ,M,,
11888,2,15,7,30,NAO,PROSPECT ,M,,
202589,40,28,2,100,SIM,PROSPECT ,F,,
161764,0,2,2,0,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
5329,0,5,5,0,NAO,PROSPECT ,F,03.05.1985 00:00:00,
294347,47,50,12,135,NAO,PROSPECT ,F,17.02.1974 00:00:00,DE 3SM ATE 4SM
169531,28,54,0,583,SIM,PROSPECT ,M,,DE 3SM ATE 4SM
142565,3,20,37,0,NAO,PROSPECT ,M,,
218658,0,1,1,0,NAO,PROSPECT ,M,,
39660,108,32,1,418,SIM,PROSPECT ,M,12.08.1951 00:00:00,
244844,0,8,0,16,SIM,PROSPECT ,M,,
263143,0,2,2,0,NAO,PROSPECT ,F,07.06.1979 00:00:00,
87688,0,22,6,21,NAO,PROSPECT ,M,,
201683,1,1,0,3,SIM,PROSPECT ,F,02.04.1960 00:00:00,
358940,15,17,11,1,NAO,PROSPECT ,M,,DE 4SM ATE 8SM
159314,0,1,1,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
132869,0,41,88,20,NAO,PROSPECT ,M,01.11.1979 00:00:00,DE 3SM ATE 4SM
168316,0,4,1,0,NAO,PROSPECT ,F,,
124056,0,1,1,0,NAO,PROSPECT ,F,,
146018,0,1,0,1,SIM,PROSPECT ,M,,
177290,8,26,46,0,NAO,PROSPECT ,M,,
359448,0,3,4,0,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
314092,0,1,0,0,NAO,PROSPECT ,M,,
334414,0,8,8,0,NAO,PROSPECT ,F,,
183562,0,1,0,5,SIM,PROSPECT ,M,08.08.0072 00:00:00,DE 4SM ATE 8SM
104983,2,15,13,0,NAO,PROSPECT ,M,04.02.1977 00:00:00,DE 8SM ATE 14SM
236948,2,9,0,14,SIM,PROSPECT ,M,,DE 3SM ATE 4SM
335776,11,17,15,0,NAO,PROSPECT ,M,,
358169,0,5,4,0,NAO,PROSPECT ,M,05.08.1992 00:00:00,DE 3SM ATE 4SM
53978,5,11,9,1,NAO,PROSPECT ,F,,DE 4SM ATE 8SM
135503,0,31,129,135,NAO,PROSPECT ,F,21.08.1974 00:00:00,
340802,0,15,19,0,NAO,PROSPECT ,F,08.03.1992 00:00:00,DE 4SM ATE 8SM
309411,0,2,1,0,NAO,PROSPECT ,F,,
163238,0,2,2,0,NAO,PROSPECT ,F,,DE 4SM ATE 8SM
210667,0,3,3,0,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
276073,0,2,2,0,NAO,PROSPECT ,F,,DE 4SM ATE 8SM
8947,14,19,0,49,SIM,PROSPECT ,M,26.05.1984 00:00:00,DE 3SM ATE 4SM
365431,0,1,2,0,NAO,PROSPECT ,M,13.09.1982 00:00:00,DE 4SM ATE 8SM
56618,0,1,1,0,NAO,PROSPECT ,F,,
298643,0,5,5,0,NAO,PROSPECT ,M,,
86827,0,17,20,22,SIM,PROSPECT ,F,,DE 4SM ATE 8SM
88282,4,22,24,0,NAO,PROSPECT ,I,03.03.1984 00:00:00,DE 3SM ATE 4SM
160067,0,5,4,0,NAO,PROSPECT ,M,,
49784,0,1,2,0,NAO,PROSPECT ,M,08.07.1990 00:00:00,DE 2SM ATE 3SM
213542,3,2,3,0,NAO,PROSPECT ,M,18.07.1994 00:00:00,DE 3SM ATE 4SM
123001,5,4,0,12,SIM,PROSPECT ,F,,
152053,43,29,0,225,SIM,PROSPECT ,M,,
216334,0,10,15,10,SIM,PROSPECT ,F,,
50899,0,3,1,1,NAO,PROSPECT ,M,,
181744,0,3,2,0,NAO,PROSPECT ,M,,
321670,2,2,3,0,NAO,PROSPECT ,M,08.03.1993 00:00:00,DE 3SM ATE 4SM
95006,33,22,18,0,NAO,PROSPECT ,M,,
359197,35,59,0,773,SIM,PROSPECT ,M,,
322781,0,6,8,0,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
217678,0,4,4,0,NAO,PROSPECT ,F,,DE 4SM ATE 8SM
106619,0,1,1,0,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
34156,3,8,7,1,NAO,PROSPECT ,F,05.06.1991 00:00:00,DE 4SM ATE 8SM
271134,0,1,1,0,NAO,PROSPECT ,F,,
114502,0,3,4,0,NAO,PROSPECT ,M,25.08.1956 00:00:00,DE 3SM ATE 4SM
233996,10,13,13,0,NAO,PROSPECT ,M,24.03.1970 00:00:00,DE 4SM ATE 8SM
188412,0,24,6,35,NAO,PROSPECT ,F,14.02.1960 00:00:00,DE 8SM ATE 14SM
220124,0,3,0,10,SIM,PROSPECT ,F,21.05.1936 00:00:00,DE 8SM ATE 14SM
173829,32,5,4,8,SIM,PROSPECT ,M,,
271391,0,1,1,0,NAO,PROSPECT ,F,,
152469,0,18,21,15,NAO,PROSPECT ,M,,DE 2SM ATE 3SM
285508,0,1,5,0,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
80941,0,5,7,0,NAO,PROSPECT ,F,,
240959,0,1,1,0,NAO,PROSPECT ,F,,
14218,0,7,6,0,NAO,PROSPECT ,F,07.12.1996 00:00:00,DE 4SM ATE 8SM
19530,2,7,6,0,NAO,PROSPECT ,F,,
229778,0,52,89,332,SIM,PROSPECT ,F,15.10.1972 00:00:00,DE 8SM ATE 14SM
89136,0,3,4,0,NAO,PROSPECT ,F,,
260648,0,1,1,1,NAO,PROSPECT ,F,,
219560,18,20,10,17,SIM,PROSPECT ,M,01.01.1900 00:00:00,ACIMA DE 25SM
283194,14,20,8,22,SIM,PROSPECT ,M,22.11.1986 00:00:00,DE 14SM ATE 25SM
260138,0,14,6,9,SIM,PROSPECT ,F,02.05.1950 00:00:00,DE 8SM ATE 14SM
201500,0,1,0,15,SIM,PROSPECT ,M,,
251715,4,3,2,0,NAO,PROSPECT ,F,21.09.1976 00:00:00,
326630,3,14,7,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
41883,22,19,12,0,NAO,PROSPECT ,M,,
105927,0,7,5,0,NAO,PROSPECT ,F,,DE 14SM ATE 25SM
87008,0,18,19,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
71097,1,2,0,6,SIM,PROSPECT ,M,,DE 4SM ATE 8SM
86694,0,1,0,0,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
133532,22,49,0,146,SIM,PROSPECT ,M,,
136340,15,31,0,118,SIM,PROSPECT ,M,,DE 4SM ATE 8SM
115825,0,1,0,0,NAO,PROSPECT ,M,,
31296,0,1,1,0,NAO,PROSPECT ,F,,
313296,2,4,0,10,SIM,PROSPECT ,M,,DE 8SM ATE 14SM
148366,10,6,5,0,NAO,PROSPECT ,F,11.06.1982 00:00:00,DE 3SM ATE 4SM
229924,0,3,3,0,NAO,PROSPECT ,M,,
73714,0,1,0,0,NAO,PROSPECT ,F,,
150592,0,1,0,0,NAO,PROSPECT ,M,25.07.1974 00:00:00,
203175,3,23,0,36,SIM,PROSPECT ,M,,
10331,0,1,1,0,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
344437,30,18,0,75,SIM,PROSPECT ,M,21.02.1961 00:00:00,DE 4SM ATE 8SM
347336,1,13,16,0,NAO,PROSPECT ,M,,
103295,5,19,20,0,NAO,PROSPECT ,M,03.11.1994 00:00:00,
330365,0,1,1,0,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
279460,0,19,39,14,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
241141,15,15,9,1,NAO,PROSPECT ,F,,
298406,0,4,0,9,SIM,PROSPECT ,M,,DE 3SM ATE 4SM
53106,0,3,2,0,NAO,PROSPECT ,M,,DE 8SM ATE 14SM
74670,0,3,0,9,SIM,PROSPECT ,M,,
183544,0,1,1,0,NAO,PROSPECT ,M,,
289838,72,40,17,0,NAO,PROSPECT ,M,,ACIMA DE 25SM
333186,0,3,1,0,NAO,PROSPECT ,M,16.03.1982 00:00:00,
206372,0,3,3,0,NAO,PROSPECT ,M,,
241562,6,3,0,20,SIM,PROSPECT ,M,27.04.1974 00:00:00,DE 4SM ATE 8SM
304970,0,1,1,3,NAO,PROSPECT ,M,,
359361,0,5,6,0,NAO,PROSPECT ,F,28.06.1995 00:00:00,DE 4SM ATE 8SM
144101,3,7,3,0,NAO,PROSPECT ,M,,
242234,0,59,197,462,SIM,PROSPECT ,M,27.01.1981 00:00:00,DE 3SM ATE 4SM
333701,1,11,15,0,NAO,PROSPECT ,F,,
282978,0,18,7,0,NAO,PROSPECT ,M,,
46542,0,5,7,0,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
340153,0,2,1,0,NAO,PROSPECT ,F,,
318787,13,28,0,65,SIM,PROSPECT ,M,,DE 8SM ATE 14SM
44915,0,6,3,1,NAO,PROSPECT ,M,,
241225,4,6,0,20,SIM,PROSPECT ,M,,DE 3SM ATE 4SM
178499,0,5,7,0,NAO,PROSPECT ,M,18.09.1961 00:00:00,DE 3SM ATE 4SM
104064,81,35,0,254,SIM,PROSPECT ,F,,DE 8SM ATE 14SM
234448,0,3,3,0,NAO,PROSPECT ,M,,DE 2SM ATE 3SM
149947,0,18,24,0,NAO,PROSPECT ,F,30.01.1979 00:00:00,
176946,0,4,1,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
359712,0,1,1,0,NAO,PROSPECT ,M,,
64052,0,9,4,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
3903,1,1,0,0,NAO,PROSPECT ,M,,
324559,0,15,22,0,NAO,PROSPECT ,F,,DE 4SM ATE 8SM
192366,3,20,36,0,NAO,PROSPECT ,M,,DE 14SM ATE 25SM
106628,86,20,15,3,NAO,PROSPECT ,M,,
324001,8,28,0,96,SIM,PROSPECT ,M,,
2159,0,25,0,0,NAO,PROSPECT ,M,15.07.1953 00:00:00,DE 3SM ATE 4SM
205254,0,1,2,0,NAO,PROSPECT ,F,,
192953,17,17,0,92,SIM,PROSPECT ,M,,
342045,6,15,16,1,NAO,PROSPECT ,M,14.09.1979 00:00:00,DE 2SM ATE 3SM
217917,21,47,31,73,NAO,PROSPECT ,M,,DE 8SM ATE 14SM
69851,18,24,0,101,SIM,PROSPECT ,M,,
253279,0,9,10,0,NAO,PROSPECT ,F,,
22329,0,5,2,0,NAO,PROSPECT ,M,,DE 3SM ATE 4SM
26491,0,1,1,0,NAO,PROSPECT ,M,,
335515,122,54,0,364,SIM,PROSPECT ,M,,DE 4SM ATE 8SM
243239,0,1,1,0,NAO,PROSPECT ,F,,
202793,0,15,7,1,NAO,PROSPECT ,M,,
16334,0,1,1,0,NAO,PROSPECT ,F,,DE 4SM ATE 8SM
252396,0,4,6,0,NAO,PROSPECT ,F,,DE 4SM ATE 8SM
173779,0,4,5,0,NAO,PROSPECT ,F,11.07.1982 00:00:00,
267224,0,1,0,0,NAO,PROSPECT ,F,,
199378,7,3,0,8,SIM,PROSPECT ,F,04.03.1943 00:00:00,DE 4SM ATE 8SM
143007,0,10,1,15,NAO,PROSPECT ,M,,
312983,0,3,1,0,NAO,PROSPECT ,F,17.08.1953 00:00:00,DE 4SM ATE 8SM
349203,4,1,0,9,SIM,PROSPECT ,F,,
162106,0,1,1,0,NAO,PROSPECT ,F,,DE 3SM ATE 4SM
351566,0,16,6,17,NAO,PROSPECT ,M,,
13614,132,25,14,7,NAO,PROSPECT ,M,,
30687,0,1,1,0,NAO,PROSPECT ,F,,DE 4SM ATE 8SM
